Time,price,volume
04:04:34.861575,123.49,100
04:04:35.734768,123.51,9
04:04:45.135688,123.51,1
04:04:56.042463,123.51,14
04:04:56.042910,123.51,100
04:04:59.641412,123.51,25
04:04:59.907665,123.51,3
04:05:01.976514,123.51,2
04:05:01.988160,123.51,15
04:05:06.406720,123.51,100
04:05:11.336645,123.51,50
04:05:12.726435,123.6,1
04:05:20.438381,123.51,100
04:05:21.333369,123.58,34
04:05:21.333802,123.51,366
04:05:25.878070,123.51,33
04:05:28.218897,123.59,1
04:05:29.647242,123.52,1
04:05:35.246517,123.59,1
04:05:35.246664,123.51,1
04:05:37.094555,123.59,2
04:05:38.716466,123.59,2
04:05:38.788065,123.51,1
04:05:41.300315,123.59,5
04:05:45.583982,123.51,50
04:05:45.811344,123.57,27
04:05:45.811493,123.51,27
04:05:53.219793,123.59,60
04:05:53.700798,123.6,463
04:05:53.700829,123.6,34
04:05:54.716138,123.6,34
04:06:03.227903,123.6,9
04:06:08.583183,123.64,17
04:06:09.136665,123.68,2
04:06:29.295049,123.6,29
04:06:32.713159,123.67,13
04:06:35.297559,123.64,2
04:06:37.285419,123.68,1
04:06:40.994375,123.67,21
04:06:40.994375,123.69,60
04:06:40.994375,123.69,34
04:06:40.994375,123.7,161
04:07:02.125813,123.77,10
04:07:09.521561,123.71,1
04:07:09.521561,123.71,34
04:07:09.521561,123.7,1
04:07:09.521561,123.7,197
04:07:09.521561,123.7,34
04:07:09.528574,123.71,34
04:07:09.549981,123.7,90
04:07:16.787913,123.71,43
04:07:33.848814,123.76,4
04:07:33.848873,123.75,6
04:07:39.984493,123.76,30
04:07:40.524455,123.75,20
04:07:40.524455,123.75,130
04:07:40.531720,123.76,353
04:07:43.502428,123.76,3
04:07:47.376618,123.72,14
04:07:47.376618,123.71,26
04:07:48.095279,123.76,1
04:07:50.788686,123.72,21
04:07:56.759083,123.72,27
04:08:11.325894,123.72,50
04:08:11.385335,123.72,5
04:08:17.931513,123.72,75
04:08:17.932466,123.72,38
04:08:17.980353,123.72,20
04:08:17.980353,123.72,10
04:08:18.071856,123.71,30
04:08:18.071856,123.71,2
04:08:18.071856,123.71,18
04:08:18.071888,123.71,2
04:08:18.072086,123.71,1
04:08:18.966218,123.72,1
04:08:24.102907,123.71,2
04:08:24.329952,123.71,32
04:08:24.329952,123.72,57
04:08:24.329952,123.74,63
04:08:24.329952,123.74,8
04:08:24.948649,123.74,1
04:08:27.794109,123.74,1
04:08:37.786708,123.73,50
04:08:47.822388,123.73,1
04:09:04.373556,123.71,9
04:09:04.373556,123.71,1
04:09:04.373556,123.71,3
04:09:04.394101,123.7,1
04:09:04.429982,123.7,50
04:09:04.472950,123.7,1
04:09:04.473191,123.7,1
04:09:04.474149,123.7,10
04:09:05.616922,123.7,1
04:09:14.799890,123.7,2
04:09:24.056432,123.73,10
04:09:32.690715,123.7,1
04:09:32.910162,123.67,3
04:09:32.910317,123.71,3
04:09:34.482269,123.67,1
04:09:37.142986,123.67,2
04:09:38.936136,123.67,1
04:09:41.771897,123.64,34
04:09:41.771897,123.61,100
04:09:41.771897,123.6,3
04:09:41.771897,123.6,2
04:09:41.771897,123.6,1
04:09:41.771897,123.6,333
04:09:41.771897,123.6,1
04:09:41.771897,123.6,34
04:09:41.772342,123.62,1
04:09:41.772342,123.6,21
04:09:41.772342,123.6,37
04:09:41.772342,123.6,1
04:09:41.772342,123.6,32
04:09:43.621674,123.67,1
04:09:43.621674,123.67,2
04:09:44.925995,123.64,34
04:09:44.925995,123.64,31
04:09:46.867887,123.66,1
04:10:00.510484,123.65,1
04:10:01.768048,123.65,400
04:10:05.477541,123.61,1
04:10:05.477541,123.61,34
04:10:05.477541,123.6,65
04:10:05.604797,123.6,3
04:10:05.604797,123.6,1
04:10:05.604797,123.59,34
04:10:05.604797,123.58,10
04:10:05.604797,123.54,52
04:10:10.997238,123.62,15
04:10:11.759388,123.62,1
04:10:33.334488,123.64,1
04:10:51.714197,123.61,2
04:10:57.150020,123.62,1
04:11:15.012139,123.6,5
04:11:15.012139,123.6,4
04:11:15.012139,123.6,4
04:11:15.012139,123.56,4
04:11:18.817767,123.62,20
04:11:22.141682,123.61,3
04:11:22.141765,123.56,34
04:11:28.270977,123.56,1
04:11:35.592433,123.62,78
04:11:35.592433,123.64,22
04:11:42.711993,123.57,13
04:11:45.973790,123.61,1
04:12:10.084578,123.63,34
04:12:10.084578,123.65,16
04:12:17.984495,123.64,1
04:12:19.115713,123.65,3
04:12:21.895743,123.64,5
04:12:28.327809,123.65,7
04:12:28.328249,123.65,3
04:12:44.766197,123.58,200
04:12:50.086963,123.65,1
04:12:55.896125,123.65,14
04:12:59.714615,123.58,33
04:12:59.714359,123.59,6
04:12:59.714359,123.58,34
04:12:59.714359,123.57,2
04:12:59.714359,123.56,55
04:12:59.714359,123.56,34
04:12:59.714359,123.55,100
04:12:59.714359,123.55,10
04:12:59.819565,123.56,200
04:12:59.819565,123.55,1
04:12:59.819565,123.55,1
04:12:59.931324,123.55,97
04:13:01.559673,123.54,1
04:13:01.559673,123.54,1
04:13:01.559673,123.54,32
04:13:01.559367,123.54,1
04:13:01.559367,123.54,1
04:13:01.559367,123.54,1
04:13:01.559367,123.54,1
04:13:01.559367,123.54,2
04:13:01.559367,123.52,1
04:13:01.559367,123.51,2
04:13:01.559367,123.51,5
04:13:01.559367,123.51,1
04:13:01.559367,123.51,5
04:13:01.559367,123.51,1
04:13:01.559367,123.51,1
04:13:01.559367,123.51,1
04:13:01.559367,123.5,5
04:13:01.559367,123.5,10
04:13:01.559367,123.5,1
04:13:01.559367,123.5,2
04:13:01.559367,123.5,1
04:13:01.559367,123.49,1
04:13:01.559367,123.48,100
04:13:01.559367,123.48,1
04:13:01.559367,123.48,1
04:13:01.559367,123.48,333
04:13:01.559807,123.54,68
04:13:01.559807,123.54,1
04:13:01.559807,123.54,1
04:13:01.559807,123.54,18
04:13:01.561379,123.52,34
04:13:05.343260,123.51,20
04:13:05.343260,123.51,1
04:13:05.343260,123.51,11
04:13:05.342989,123.49,60
04:13:05.342989,123.48,100
04:13:05.342989,123.48,325
04:13:05.343419,123.51,115
04:13:06.909160,123.5,5
04:13:06.909166,123.5,5
04:13:06.909284,123.5,1
04:13:06.917834,123.5,5
04:13:06.917834,123.5,1
04:13:06.917834,123.49,1
04:13:06.926620,123.5,76
04:13:06.928055,123.5,1
04:13:07.127744,123.5,28
04:13:07.127891,123.55,28
04:13:11.687025,123.52,7
04:13:11.757712,123.52,3
04:13:24.139515,123.48,25
04:13:32.351901,123.53,50
04:13:37.929016,123.5,1
04:13:37.930326,123.49,1
04:13:42.955748,123.49,3
04:13:44.176197,123.49,17
04:13:44.176197,123.5,99
04:13:49.233190,123.49,4
04:13:49.233190,123.48,1
04:13:55.369087,123.5,89
04:13:55.369087,123.5,11
04:13:55.421602,123.5,89
04:13:55.421602,123.51,3
04:13:55.421602,123.53,34
04:13:55.421602,123.54,24
04:13:55.421652,123.52,60
04:13:55.421652,123.53,50
04:13:55.421652,123.53,40
04:13:55.422230,123.53,75
04:13:57.342569,123.53,3
04:14:03.132116,123.5,1
04:14:06.810415,123.53,34
04:14:06.810420,123.53,34
04:14:08.340015,123.53,1
04:14:08.900993,123.54,34
04:14:08.900818,123.53,13
04:14:16.171711,123.53,34
04:14:16.171711,123.52,33
04:14:16.171666,123.54,5
04:14:19.913615,123.52,1
04:14:21.245112,123.52,25
04:14:24.136254,123.51,5
04:14:24.136265,123.54,5
04:14:29.019977,123.51,55
04:14:31.119229,123.51,54
04:14:31.118904,123.51,1
04:14:31.118904,123.5,1
04:14:31.118904,123.49,32
04:14:31.118904,123.48,74
04:14:31.118904,123.48,9
04:14:31.118904,123.46,10
04:14:31.118904,123.46,1
04:14:31.118904,123.46,10
04:14:31.118904,123.46,40
04:14:31.118904,123.45,1
04:14:31.118904,123.45,5
04:14:31.118904,123.42,40
04:14:31.118904,123.42,36
04:14:31.118904,123.4,4
04:14:31.118904,123.4,5
04:14:31.118904,123.4,1
04:14:31.118904,123.4,100
04:14:31.118904,123.35,5
04:14:31.118904,123.35,1
04:14:31.118904,123.34,98
04:14:31.119342,123.5,2
04:14:31.119342,123.5,124
04:14:31.119391,123.5,10
04:14:32.644951,123.51,4
04:14:32.648237,123.5,124
04:14:33.896865,123.5,1
04:14:34.378980,123.49,70
04:14:36.506227,123.48,12
04:14:36.506227,123.48,30
04:14:36.506227,123.48,5
04:14:36.507647,123.47,1
04:14:36.507647,123.47,40
04:14:36.507647,123.47,2
04:14:36.508459,123.46,10
04:14:39.544415,123.47,10
04:14:39.548955,123.46,17
04:14:39.548955,123.46,1
04:14:39.548955,123.46,6
04:14:39.548955,123.46,10
04:14:39.548959,123.46,20
04:14:39.548959,123.46,2
04:14:39.548959,123.46,1
04:14:39.548993,123.45,5
04:14:39.548993,123.45,5
04:14:40.077483,123.45,1
04:14:42.350456,123.42,1
04:14:42.350456,123.41,54
04:14:42.350456,123.4,1
04:14:42.350456,123.4,144
04:14:42.925542,123.4,34
04:14:42.926005,123.4,156
04:14:42.978612,123.4,6
04:14:43.093411,123.4,1
04:14:43.152168,123.4,12
04:14:43.152321,123.46,1
04:14:43.152321,123.45,1
04:14:43.152321,123.45,10
04:14:45.187418,123.4,1
04:14:45.939098,123.39,26
04:14:46.436351,123.39,6
04:14:46.859749,123.39,1
04:14:54.965658,123.4,5
04:14:54.965658,123.36,1
04:14:54.965658,123.36,34
04:14:55.185116,123.35,1
04:14:55.185272,123.42,1
04:14:56.274530,123.4,1
04:14:57.224864,123.4,1
04:14:57.428059,123.4,8
04:14:58.570052,123.4,34
04:14:58.570287,123.43,34
04:14:59.373542,123.4,1
04:15:09.210467,123.4,10
04:15:18.108148,123.4,2
04:15:22.825577,123.38,2
04:15:23.408364,123.4,3
04:15:23.798172,123.4,2
04:15:23.798172,123.4,1
04:15:23.798172,123.38,1
04:15:23.798611,123.38,296
04:15:23.882062,123.38,60
04:15:23.881811,123.31,60
04:15:23.881811,123.3,1
04:15:23.882229,123.38,142
04:15:23.882121,123.4,5
04:15:23.882121,123.35,1
04:15:23.882121,123.3,31
04:15:23.883069,123.37,34
04:15:23.883069,123.37,26
04:15:24.395857,123.4,10
04:15:24.515323,123.37,72
04:15:34.356895,123.4,2
04:15:35.878840,123.4,1
04:15:42.224195,123.4,28
04:15:42.224195,123.38,2
04:15:51.032864,123.4,5
04:15:51.032864,123.39,2
04:15:51.033300,123.39,6
04:15:51.348995,123.4,15
04:15:51.348995,123.4,141
04:16:15.874935,123.44,35
04:16:32.621891,123.44,15
04:16:32.768737,123.45,3
04:16:32.768737,123.4,1
04:16:32.768737,123.37,1
04:16:32.768737,123.37,1
04:16:32.768737,123.37,1
04:16:32.768737,123.37,1
04:16:32.768737,123.36,1
04:16:32.768737,123.35,10
04:16:32.768737,123.28,5
04:16:32.768737,123.28,37
04:16:32.769130,123.43,100
04:16:32.768737,123.26,383
04:16:32.769169,123.43,56
04:16:32.770030,123.42,1
04:16:32.770030,123.41,44
04:16:32.770030,123.41,5
04:16:32.770030,123.4,50
04:16:32.917820,123.46,34
04:16:32.917820,123.49,34
04:16:32.917820,123.5,2
04:16:33.072284,123.5,30
04:16:36.963638,123.44,1
04:16:46.691120,123.44,5
04:16:48.620244,123.44,50
04:16:55.235074,123.41,300
04:16:55.235074,123.41,34
04:16:55.344815,123.4,1
04:16:55.344815,123.4,33
04:16:55.344578,123.4,1
04:16:55.344578,123.4,1
04:16:55.345016,123.4,177
04:16:55.345016,123.4,30
04:16:59.879423,123.39,11
04:17:03.595315,123.39,1
04:17:05.139893,123.39,1
04:17:06.958002,123.41,1
04:17:08.445245,123.4,2
04:17:08.445245,123.4,5
04:17:08.445245,123.39,2
04:17:08.909360,123.38,1
04:17:08.909360,123.38,12
04:17:12.315886,123.37,100
04:17:12.315886,123.37,406
04:17:12.315918,123.37,34
04:17:13.865303,123.37,60
04:17:13.865303,123.37,1
04:17:18.697180,123.36,2
04:17:20.994386,123.36,1
04:17:21.543163,123.36,10
04:17:22.184602,123.35,1
04:17:22.184602,123.35,1
04:17:22.184602,123.35,4
04:17:22.184602,123.35,1
04:17:28.525612,123.3,1
04:17:28.525612,123.3,1
04:17:28.525612,123.3,2
04:17:28.745115,123.3,1
04:17:28.745152,123.37,1
04:17:28.883356,123.36,10
04:17:31.339056,123.3,1
04:17:31.338818,123.35,1
04:17:32.874837,123.3,3
04:17:32.973149,123.3,69
04:17:32.973149,123.3,1
04:17:36.014861,123.3,5
04:17:36.014861,123.23,61
04:17:36.014861,123.2,34
04:17:36.806987,123.3,10
04:17:36.806987,123.3,30
04:17:36.806987,123.31,5
04:17:43.642618,123.31,6
04:17:43.642618,123.3,1
04:17:43.642618,123.3,84
04:17:49.379064,123.38,10
04:18:08.506793,123.31,1
04:18:08.506793,123.31,1
04:18:08.506849,123.35,10
04:18:08.506849,123.32,3
04:18:08.506849,123.31,1
04:18:08.506849,123.3,16
04:18:08.506849,123.3,38
04:18:09.664057,123.31,4
04:18:09.664057,123.3,4
04:18:38.773855,123.35,1
04:18:38.773855,123.32,19
04:18:47.211323,123.32,14
04:18:48.151117,123.32,79
04:18:48.151117,123.32,21
04:18:55.150022,123.32,20
04:18:55.150067,123.32,5
04:19:05.894194,123.32,100
04:19:06.459224,123.31,20
04:19:06.460054,123.31,1
04:19:06.460077,123.31,1
04:19:06.475120,123.31,2
04:19:06.732750,123.31,10
04:19:11.216671,123.3,1
04:19:11.216434,123.32,74
04:19:11.216515,123.31,1
04:19:11.216567,123.3,32
04:19:11.216567,123.3,1
04:19:11.216567,123.3,1
04:19:11.219559,123.3,1
04:19:11.219559,123.3,1
04:19:11.987374,123.28,34
04:19:11.987374,123.3,32
04:19:23.218945,123.27,2
04:19:23.218945,123.25,2
04:19:23.218945,123.24,34
04:19:23.218945,123.24,34
04:19:23.218945,123.23,28
04:19:24.726659,123.29,7
04:19:27.118725,123.3,3
04:19:29.699726,123.26,2
04:19:29.699726,123.29,398
04:19:34.160330,123.3,3
04:19:40.038459,123.29,1
04:19:40.038459,123.27,20
04:19:40.038899,123.29,1
04:19:40.038899,123.29,2
04:19:40.038899,123.26,1
04:19:40.038899,123.26,1
04:19:40.038899,123.26,374
04:19:43.657953,123.28,4
04:19:49.017252,123.29,34
04:19:49.017252,123.29,16
04:19:50.077509,123.26,126
04:19:50.343809,123.29,34
04:19:50.970744,123.26,1
04:19:56.626675,123.26,1
04:19:58.240381,123.25,1
04:19:58.240812,123.26,1
04:19:58.240812,123.25,1
04:20:02.373981,123.26,5
04:20:03.247266,123.26,3
04:20:04.224828,123.25,4
04:20:04.224828,123.23,393
04:20:04.224828,123.23,34
04:20:18.553242,123.23,1
04:20:24.727668,123.23,11
04:20:24.728084,123.23,189
04:20:25.028370,123.23,5
04:20:26.493811,123.23,2
04:20:33.231388,123.23,5
04:20:35.092016,123.22,100
04:20:36.380405,123.23,1
04:20:37.767973,123.22,2
04:20:39.546250,123.22,18
04:20:43.707688,123.23,17
04:20:43.707617,123.23,3
04:20:43.707617,123.23,3
04:20:43.921279,123.22,1
04:20:43.921489,123.22,5
04:20:44.952980,123.22,1
04:20:45.001663,123.21,2
04:20:45.001663,123.21,1
04:20:45.001663,123.21,1
04:20:45.001871,123.21,1
04:20:46.170369,123.2,2
04:20:46.170369,123.2,1
04:20:46.170369,123.2,5
04:20:46.170587,123.2,2
04:20:46.170587,123.2,1
04:20:46.170587,123.2,1
04:20:47.457282,123.21,34
04:20:47.461673,123.21,39
04:20:48.522799,123.21,4444
04:20:48.522799,123.21,34
04:20:48.522799,123.21,34
04:20:50.104174,123.23,350
04:20:50.104174,123.23,50
04:20:50.104204,123.23,34
04:20:51.108777,123.23,16
04:20:59.106463,123.25,24
04:21:16.118860,123.26,34
04:21:16.118860,123.25,80
04:21:17.898085,123.3,2
04:21:17.897842,123.31,10
04:21:17.897842,123.32,34
04:21:17.897842,123.34,34
04:21:17.897922,123.35,10
04:21:17.949746,123.35,5
04:21:17.998798,123.35,1
04:21:18.117287,123.35,10
04:21:18.117458,123.29,10
04:21:19.536750,123.36,34
04:21:19.536750,123.36,34
04:21:19.536750,123.35,332
04:21:20.303641,123.39,20
04:21:21.596647,123.37,10
04:21:21.596647,123.36,34
04:21:21.596647,123.35,564
04:21:21.597080,123.36,2
04:21:21.617896,123.25,2
04:21:22.166375,123.29,10
04:21:26.101623,123.25,200
04:21:26.107416,123.25,84
04:21:33.947616,123.26,25
04:21:43.390581,123.3,3
04:21:43.390581,123.27,108
04:21:43.390581,123.26,261
04:21:44.625203,123.32,3
04:21:54.569963,123.34,34
04:21:54.569963,123.34,34
04:21:54.569963,123.36,132
04:21:59.571039,123.36,1
04:22:10.126808,123.35,3
04:22:11.764103,123.35,10
04:22:11.764103,123.36,56
04:22:23.770702,123.34,2
04:22:23.891483,123.26,18
04:22:32.354916,123.26,15
04:22:33.276702,123.26,19
04:22:54.712679,123.26,100
04:22:54.713112,123.26,48
04:22:54.713112,123.26,1
04:22:54.713112,123.26,1
04:22:54.713112,123.26,100
04:22:54.743284,123.26,1
04:22:55.193866,123.26,4
04:22:55.273021,123.25,60
04:22:57.548607,123.26,20
04:23:03.380633,123.26,1
04:23:08.373367,123.26,7
04:23:09.604485,123.26,1
04:23:10.668107,123.25,279
04:23:14.922116,123.25,295
04:23:14.922116,123.25,5
04:23:15.042091,123.26,4
04:23:18.037534,123.26,7
04:23:19.636859,123.26,62
04:23:19.636859,123.26,40
04:23:24.342844,123.26,1
04:24:10.837604,123.32,100
04:24:10.837604,123.34,483
04:24:10.837604,123.34,34
04:24:10.837604,123.35,1
04:24:10.837604,123.36,5
04:24:10.837604,123.36,377
04:24:25.756044,123.35,5
04:24:25.804235,123.28,3
04:24:30.300950,123.35,95
04:24:30.300950,123.35,105
04:24:30.300950,123.35,33
04:24:34.576608,123.36,1
04:24:41.307547,123.37,2
04:24:42.926072,123.39,483
04:24:42.926072,123.4,100
04:24:42.926072,123.4,34
04:24:42.926506,123.37,15
04:24:42.926506,123.4,42
04:24:42.929461,123.4,326
04:24:56.445641,123.41,5
04:25:05.043188,123.41,3
04:25:09.092703,123.41,200
04:25:16.638214,123.41,50
04:25:30.585969,123.37,4
04:25:30.586018,123.37,4
04:25:30.586018,123.36,1
04:25:30.586018,123.36,1
04:25:40.556468,123.41,10
04:25:41.970795,123.41,3
04:25:49.369167,123.4,3
04:25:51.145479,123.41,34
04:25:51.145507,123.41,3
04:25:52.121810,123.39,34
04:25:52.121811,123.39,10
04:25:52.121812,123.39,34
04:25:52.121480,123.41,7
04:25:52.121480,123.4,2
04:25:52.121480,123.4,34
04:25:52.121480,123.4,34
04:25:52.121480,123.36,7
04:25:52.121480,123.36,2
04:25:52.121480,123.36,100
04:25:52.121480,123.35,10
04:25:52.121480,123.3,2
04:25:52.121480,123.3,42
04:25:52.121918,123.39,122
04:25:52.121577,123.3,34
04:25:52.121713,123.3,66
04:25:52.121713,123.3,7
04:25:52.167598,123.3,50
04:25:52.167794,123.3,4
04:25:52.868843,123.3,3
04:25:53.109010,123.3,1
04:25:54.156914,123.3,35
04:25:54.156914,123.3,65
04:25:54.157351,123.3,100
04:26:06.598122,123.3,20
04:26:07.932892,123.3,15
04:26:07.932892,123.3,100
04:26:07.932892,123.3,138
04:26:09.973474,123.38,1
04:26:22.579291,123.33,10
04:26:26.833085,123.3,1
04:26:26.833085,123.3,89
04:26:39.706722,123.33,2
04:26:39.706767,123.35,1
04:26:39.706767,123.34,2
04:26:40.298575,123.32,1
04:26:51.128271,123.35,100
04:26:51.128271,123.35,866
04:26:59.612386,123.32,11
04:26:59.612139,123.35,34
04:26:59.612139,123.35,57
04:26:59.612139,123.3,2
04:26:59.612139,123.3,34
04:26:59.612559,123.3,100
04:26:59.612559,123.3,981
04:26:59.612559,123.3,5
04:26:59.612559,123.3,11
04:26:59.612592,123.3,34
04:26:59.612592,123.3,34
04:26:59.613049,123.3,5
04:27:01.929645,123.3,95
04:27:01.929645,123.3,100
04:27:01.929645,123.3,521
04:27:03.727550,123.27,1
04:27:03.727550,123.26,97
04:27:03.727550,123.26,1
04:27:03.727550,123.26,4
04:27:03.727550,123.26,20
04:27:06.185348,123.25,1
04:27:06.185348,123.25,1
04:27:06.185348,123.25,10
04:27:06.185787,123.27,1
04:27:06.185787,123.27,100
04:27:06.185818,123.27,34
04:27:06.186196,123.25,1
04:27:06.186249,123.25,1
04:27:06.204566,123.25,1
04:27:06.226290,123.25,8
04:27:06.230408,123.25,10
04:27:06.230582,123.25,5
04:27:06.285116,123.27,34
04:27:06.284919,123.25,22
04:27:06.293035,123.25,50
04:27:06.293314,123.25,2
04:27:07.432317,123.26,34
04:27:08.442149,123.26,2
04:27:10.365836,123.24,34
04:27:10.365836,123.24,34
04:27:10.365836,123.23,1
04:27:10.365836,123.23,31
04:27:11.723541,123.24,34
04:27:11.723541,123.22,68
04:27:11.723541,123.22,34
04:27:11.723541,123.2,100
04:27:11.723541,123.2,1
04:27:11.723541,123.2,1
04:27:11.723541,123.2,10
04:27:11.723541,123.2,2
04:27:11.723541,123.2,1
04:27:11.723541,123.2,1
04:27:11.723541,123.2,1
04:27:11.724062,123.26,5
04:27:11.724062,123.23,5
04:27:11.724062,123.22,1
04:27:11.724062,123.21,15
04:27:11.724062,123.2,2
04:27:11.724062,123.2,15
04:27:11.743986,123.17,60
04:27:11.764818,123.2,66
04:27:13.608719,123.26,1
04:27:17.962844,123.26,5
04:27:20.625243,123.26,2
04:27:23.043817,123.27,5
04:27:37.579568,123.25,100
04:27:50.084469,123.26,3
