time,high,low,open,close,volume
2021-05-17,0.31801,0.318,0.31801,0.318,1200
2021-05-17,0.332899,0.332899,0.332899,0.332899,187
2021-05-17,0.318,0.3161,0.318,0.3161,5217
2021-05-17,0.2863,0.2862,0.2863,0.2862,400
2021-05-17,0.3009,0.3008,0.3009,0.3008,200
2021-05-17,0.3009,0.3009,0.3009,0.3009,100
2021-05-17,0.333,0.3322,0.3322,0.333,642
2021-05-17,0.333,0.333,0.333,0.333,20000
2021-05-17,0.3315,0.323799,0.3315,0.331399,1000
2021-05-17,0.3023,0.3023,0.3023,0.3023,1000
2021-05-18,0.2999,0.2999,0.2999,0.2999,1000
2021-05-18,0.2862,0.2862,0.2862,0.2862,1008
2021-05-18,0.299899,0.299899,0.299899,0.299899,200
2021-05-18,0.2952,0.2951,0.2951,0.2952,1918
2021-05-18,0.295,0.295,0.295,0.295,300
2021-05-18,0.294999,0.294999,0.294999,0.294999,500
2021-05-19,0.2851,0.2851,0.2851,0.2851,1260
2021-05-19,0.3786,0.3786,0.3786,0.3786,290
2021-05-19,0.3775,0.3767,0.3775,0.3767,1050
