time,high,low,open,close,volume
2021-05-17,0.17,0.17,0.17,0.17,5330
2021-05-17,0.169899,0.169899,0.169899,0.169899,5000
2021-05-17,0.17,0.1699,0.1699,0.17,12500
2021-05-17,0.17,0.1675,0.1675,0.17,400
2021-05-17,0.1675,0.1675,0.1675,0.1675,100
2021-05-17,0.1675,0.1675,0.1675,0.1675,100
2021-05-17,0.1675,0.1675,0.1675,0.1675,100
2021-05-17,0.1675,0.1675,0.1675,0.1675,100
2021-05-17,0.1675,0.1675,0.1675,0.1675,100
2021-05-17,0.169,0.169,0.169,0.169,100
2021-05-17,0.169,0.169,0.169,0.169,100
2021-05-17,0.169,0.169,0.169,0.169,100
2021-05-17,0.169,0.169,0.169,0.169,100
2021-05-17,0.169,0.169,0.169,0.169,100
2021-05-17,0.17,0.17,0.17,0.17,8598
2021-05-17,0.1733,0.1733,0.1733,0.1733,100
2021-05-17,0.1733,0.1733,0.1733,0.1733,100
2021-05-17,0.1733,0.1733,0.1733,0.1733,400
2021-05-17,0.17,0.17,0.17,0.17,100
2021-05-17,0.17,0.17,0.17,0.17,100
2021-05-17,0.17,0.17,0.17,0.17,100
2021-05-17,0.17,0.17,0.17,0.17,100
2021-05-17,0.17,0.17,0.17,0.17,100
2021-05-17,0.17,0.17,0.17,0.17,100
2021-05-17,0.17,0.17,0.17,0.17,100
2021-05-17,0.17,0.17,0.17,0.17,100
2021-05-17,0.17,0.17,0.17,0.17,100
2021-05-17,0.17,0.17,0.17,0.17,100
2021-05-17,0.17,0.17,0.17,0.17,100
2021-05-17,0.17,0.17,0.17,0.17,100
2021-05-17,0.17,0.17,0.17,0.17,102
2021-05-17,0.1732,0.1732,0.1732,0.1732,2000
2021-05-17,0.1733,0.1733,0.1733,0.1733,4356
2021-05-17,0.175,0.175,0.175,0.175,2044
2021-05-17,0.176,0.172,0.172,0.176,10500
2021-05-17,0.176,0.176,0.176,0.176,10000
2021-05-17,0.175,0.175,0.175,0.175,300
2021-05-17,0.175,0.175,0.175,0.175,100
2021-05-18,0.175,0.175,0.175,0.175,1200
2021-05-18,0.18,0.18,0.18,0.18,1400
2021-05-18,0.1776,0.17755,0.1776,0.17755,300
2021-05-18,0.18,0.18,0.18,0.18,5000
2021-05-18,0.1798,0.171001,0.1797,0.171001,1600
2021-05-18,0.17555,0.17555,0.17555,0.17555,1000
2021-05-19,0.2,0.2,0.2,0.2,1000
2021-05-19,0.173351,0.173351,0.173351,0.173351,300
