time,high,low,open,close,volume
2021-05-17,0.55,0.55,0.55,0.55,100
2021-05-17,0.702,0.702,0.702,0.702,100
2021-05-17,0.702,0.702,0.702,0.702,100
2021-05-17,0.75,0.75,0.75,0.75,100
2021-05-17,0.8009,0.8009,0.8009,0.8009,100
2021-05-18,1.1,1.04,1.04,1.1,200
2021-05-18,2.65,2.65,2.65,2.65,500
2021-05-18,3.5936,3.5936,3.5936,3.5936,100
2021-05-18,3.6403,3.6403,3.6403,3.6403,222
2021-05-18,1.7703,1.7703,1.7703,1.7703,222
