time,high,low,open,close,volume
2021-05-17,1.36,1.35,1.36,1.35,5000
2021-05-17,1.35,1.35,1.35,1.35,902
2021-05-17,1.35,1.35,1.35,1.35,4148
2021-05-17,1.36,1.355,1.355,1.36,10132
2021-05-17,1.36,1.36,1.36,1.36,10000
2021-05-17,1.36,1.36,1.36,1.36,6000
2021-05-17,1.36,1.35,1.36,1.36,19676
2021-05-17,1.35,1.35,1.35,1.35,100
2021-05-17,1.34,1.34,1.34,1.34,16200
2021-05-17,1.35,1.35,1.35,1.35,1428
2021-05-17,1.34,1.34,1.34,1.34,7500
2021-05-17,1.34,1.34,1.34,1.34,11000
2021-05-17,1.35,1.34,1.34,1.34,16800
2021-05-17,1.32,1.32,1.32,1.32,100
2021-05-17,1.32,1.32,1.32,1.32,1200
2021-05-17,1.325,1.31,1.31,1.31,2200
2021-05-17,1.31,1.31,1.31,1.31,1000
2021-05-17,1.32,1.32,1.32,1.32,600
2021-05-17,1.33,1.33,1.33,1.33,400
2021-05-17,1.36,1.32,1.36,1.32,663
2021-05-17,1.39,1.39,1.39,1.39,100
2021-05-17,1.37,1.37,1.37,1.37,200
2021-05-17,1.37,1.37,1.37,1.37,1100
2021-05-17,1.37,1.37,1.37,1.37,200
2021-05-17,1.4,1.3999,1.3999,1.4,200
2021-05-17,1.38,1.38,1.38,1.38,800
2021-05-17,1.4,1.385,1.4,1.3955,3300
2021-05-17,1.4,1.4,1.4,1.4,2000
2021-05-17,1.4,1.4,1.4,1.4,2000
2021-05-17,1.44,1.44,1.44,1.44,400
2021-05-17,1.44,1.4399,1.44,1.44,3600
2021-05-17,1.4399,1.391,1.391,1.4399,800
2021-05-17,1.47,1.46,1.46,1.47,1000
2021-05-17,1.47,1.47,1.47,1.47,2000
2021-05-17,1.48,1.48,1.48,1.48,2000
2021-05-17,1.46,1.46,1.46,1.46,1524
2021-05-17,1.5,1.46,1.5,1.46,3100
2021-05-17,1.5,1.5,1.5,1.5,3800
2021-05-17,1.5,1.5,1.5,1.5,3000
2021-05-17,1.5,1.5,1.5,1.5,290
2021-05-17,1.51,1.5,1.5,1.51,1410
2021-05-17,1.53,1.53,1.53,1.53,100
2021-05-17,1.5,1.5,1.5,1.5,300
2021-05-17,1.54,1.54,1.54,1.54,500
2021-05-17,1.55,1.544,1.55,1.544,1000
2021-05-18,1.6,1.54,1.54,1.6,1200
2021-05-18,1.59,1.59,1.59,1.59,500
2021-05-18,1.57,1.5535,1.56,1.5535,2982
2021-05-18,1.6,1.59,1.59,1.6,700
2021-05-18,1.6,1.6,1.6,1.6,2803
2021-05-18,1.6,1.6,1.6,1.6,857
2021-05-18,1.6,1.6,1.6,1.6,400
2021-05-18,1.6,1.6,1.6,1.6,2700
2021-05-18,1.6,1.6,1.6,1.6,2087
2021-05-18,1.6,1.6,1.6,1.6,2099
2021-05-18,1.6,1.6,1.6,1.6,1735
2021-05-18,1.6,1.6,1.6,1.6,600
2021-05-18,1.58,1.575,1.58,1.58,1399
2021-05-18,1.6,1.57,1.6,1.57,4897
2021-05-18,1.56,1.55,1.56,1.55,1100
2021-05-18,1.56,1.56,1.56,1.56,100
2021-05-18,1.56,1.55,1.56,1.55,1100
2021-05-18,1.59,1.58,1.58,1.59,3000
2021-05-18,1.55,1.55,1.55,1.55,362
2021-05-18,1.54,1.54,1.54,1.54,500
2021-05-18,1.55,1.55,1.55,1.55,600
2021-05-18,1.55,1.55,1.55,1.55,700
2021-05-18,1.59,1.55,1.55,1.58,2275
2021-05-18,1.58,1.58,1.58,1.58,1300
2021-05-18,1.59,1.58,1.58,1.58,1100
2021-05-18,1.58,1.58,1.58,1.58,1340
2021-05-18,1.58,1.58,1.58,1.58,600
2021-05-18,1.58,1.58,1.58,1.58,900
2021-05-18,1.58,1.58,1.58,1.58,2150
2021-05-18,1.58,1.58,1.58,1.58,2100
2021-05-18,1.58,1.58,1.58,1.58,5196
2021-05-18,1.58,1.58,1.58,1.58,5700
2021-05-18,1.59,1.58,1.58,1.59,9196
2021-05-18,1.59,1.58,1.59,1.58,5453
2021-05-18,1.58,1.58,1.58,1.58,7800
2021-05-18,1.6,1.58,1.58,1.6,4744
2021-05-18,1.6,1.6,1.6,1.6,6306
2021-05-18,1.565,1.565,1.565,1.565,500
2021-05-18,1.5702,1.5702,1.5702,1.5702,1000
2021-05-18,1.59,1.59,1.59,1.59,1000
2021-05-18,1.59,1.57,1.59,1.57,2000
2021-05-18,1.57,1.57,1.57,1.57,1590
2021-05-18,1.59,1.59,1.59,1.59,2700
2021-05-18,1.59,1.59,1.59,1.59,3226
2021-05-18,1.59,1.59,1.59,1.59,3174
2021-05-18,1.59,1.59,1.59,1.59,700
2021-05-18,1.6,1.59,1.59,1.6,600
2021-05-18,1.6,1.59,1.6,1.59,3504
2021-05-18,1.6,1.59,1.59,1.6,2067
2021-05-18,1.6,1.6,1.6,1.6,300
2021-05-18,1.6,1.6,1.6,1.6,400
2021-05-18,1.6,1.6,1.6,1.6,1100
2021-05-18,1.6,1.6,1.6,1.6,400
2021-05-18,1.6,1.6,1.6,1.6,600
2021-05-18,1.6,1.6,1.6,1.6,100
2021-05-18,1.6,1.6,1.6,1.6,300
2021-05-18,1.6,1.6,1.6,1.6,600
2021-05-18,1.6,1.6,1.6,1.6,1000
2021-05-18,1.6,1.6,1.6,1.6,600
2021-05-18,1.6,1.6,1.6,1.6,900
2021-05-18,1.6,1.6,1.6,1.6,2100
2021-05-18,1.6,1.6,1.6,1.6,600
2021-05-18,1.6,1.6,1.6,1.6,400
2021-05-18,1.6,1.6,1.6,1.6,700
2021-05-18,1.6,1.6,1.6,1.6,600
2021-05-18,1.6,1.6,1.6,1.6,600
2021-05-18,1.6,1.6,1.6,1.6,800
2021-05-18,1.6,1.6,1.6,1.6,900
2021-05-18,1.6,1.6,1.6,1.6,400
2021-05-18,1.6,1.6,1.6,1.6,1100
2021-05-18,1.6,1.6,1.6,1.6,1100
2021-05-18,1.6,1.6,1.6,1.6,1800
2021-05-18,1.6,1.6,1.6,1.6,4033
2021-05-18,1.57,1.57,1.57,1.57,617
2021-05-18,1.58,1.58,1.58,1.58,383
2021-05-18,1.57,1.57,1.57,1.57,1094
2021-05-18,1.5201,1.52,1.5201,1.52,4083
2021-05-18,1.56,1.56,1.56,1.56,817
2021-05-19,1.6,1.51,1.55,1.57,4800
2021-05-19,1.57,1.57,1.57,1.57,1000
2021-05-19,1.6,1.57,1.57,1.6,3457
2021-05-19,1.6,1.58,1.59,1.58,3482
2021-05-19,1.59,1.58,1.58,1.59,4200
2021-05-19,1.6,1.57,1.59,1.59,13767
2021-05-19,1.59,1.58,1.58,1.59,9347
2021-05-19,1.59,1.59,1.59,1.59,3584
2021-05-19,1.6,1.59,1.59,1.6,4359
2021-05-19,1.6,1.58,1.6,1.59,4077
2021-05-19,1.59,1.58,1.58,1.58,3788
2021-05-19,1.58,1.58,1.58,1.58,4735
2021-05-19,1.6,1.6,1.6,1.6,1000
2021-05-19,1.58,1.56,1.58,1.56,1000
2021-05-19,1.63,1.6,1.61,1.63,3581
2021-05-19,1.7,1.7,1.7,1.7,200
2021-05-19,1.67,1.66,1.66,1.67,655
2021-05-19,1.69,1.69,1.69,1.69,200
2021-05-19,1.68,1.68,1.68,1.68,655
2021-05-19,1.68,1.68,1.68,1.68,1953
2021-05-19,1.75,1.75,1.75,1.75,200
2021-05-19,1.735,1.735,1.735,1.735,100
2021-05-19,1.72,1.72,1.72,1.72,100
2021-05-19,1.72,1.72,1.72,1.72,100
2021-05-19,1.75,1.75,1.75,1.75,200
2021-05-19,1.75,1.74,1.74,1.75,2000
2021-05-19,1.73,1.73,1.73,1.73,100
2021-05-19,1.73,1.73,1.73,1.73,200
2021-05-19,1.68,1.68,1.68,1.68,400
2021-05-19,1.68,1.68,1.68,1.68,200
2021-05-19,1.68,1.68,1.68,1.68,200
2021-05-19,1.67,1.67,1.67,1.67,1700
2021-05-19,1.67,1.67,1.67,1.67,1055
2021-05-19,1.67,1.67,1.67,1.67,1500
2021-05-19,1.7,1.68,1.7,1.69,714
2021-05-19,1.69,1.69,1.69,1.69,2000
2021-05-19,1.7,1.69,1.69,1.7,1000
2021-05-19,1.7,1.68,1.7,1.68,1000
2021-05-19,1.69,1.68,1.68,1.69,1600
2021-05-19,1.69,1.69,1.69,1.69,1300
2021-05-19,1.69,1.69,1.69,1.69,2200
2021-05-19,1.69,1.68,1.69,1.68,1700
2021-05-19,1.68,1.68,1.68,1.68,800
2021-05-19,1.68,1.68,1.68,1.68,1300
2021-05-19,1.68,1.68,1.68,1.68,1300
2021-05-19,1.69,1.68,1.68,1.68,1700
2021-05-19,1.69,1.68,1.68,1.68,2000
2021-05-19,1.68,1.68,1.68,1.68,900
2021-05-19,1.68,1.68,1.68,1.68,1300
2021-05-19,1.68,1.67,1.68,1.68,1800
2021-05-19,1.68,1.68,1.68,1.68,1400
2021-05-19,1.69,1.68,1.68,1.69,2500
2021-05-19,1.69,1.69,1.69,1.69,2300
2021-05-19,1.7,1.69,1.69,1.69,1100
2021-05-19,1.7,1.69,1.7,1.69,1300
2021-05-19,1.7,1.69,1.69,1.69,600
2021-05-19,1.69,1.69,1.69,1.69,2001
2021-05-19,1.7,1.69,1.69,1.69,2400
2021-05-19,1.69,1.69,1.69,1.69,1400
2021-05-19,1.7,1.69,1.69,1.7,1000
2021-05-19,1.75,1.745,1.745,1.75,200
2021-05-19,1.75,1.74,1.74,1.74,800
2021-05-19,1.75,1.74,1.75,1.74,1949
2021-05-19,1.7,1.7,1.7,1.7,328
2021-05-19,1.74,1.7,1.7,1.73,1072
