time,high,low,open,close,volume
2021-05-17,0.8005,0.8,0.8005,0.8,400
2021-05-17,0.8,0.8,0.8,0.8,500
2021-05-18,0.8,0.7999,0.7999,0.8,5637
2021-05-18,0.81495,0.81495,0.81495,0.81495,206
2021-05-19,1.1,0.89,0.89,0.92,6839
2021-05-19,0.96,0.95,0.96,0.95,1500
2021-05-19,1.0,0.95,1.0,0.95,4799
2021-05-19,0.95,0.92,0.95,0.949799,1851
2021-05-19,0.95,0.92,0.92,0.949401,1400
2021-05-19,0.95,0.949401,0.95,0.949401,500
2021-05-19,0.95,0.9201,0.95,0.9201,5300
2021-05-19,0.9501,0.9,0.9501,0.9,2700
2021-05-19,0.9,0.85,0.9,0.85,666
2021-05-19,0.86,0.86,0.86,0.86,400
2021-05-19,0.86,0.85,0.86,0.85,2134
2021-05-19,0.93,0.93,0.93,0.93,250
2021-05-19,0.902475,0.902475,0.902475,0.902475,100
2021-05-19,0.905,0.902525,0.90495,0.905,9600
2021-05-19,0.90495,0.90495,0.90495,0.90495,300
2021-05-19,0.9099,0.901,0.9099,0.901,5150
2021-05-19,0.9006,0.9003,0.9006,0.9003,5600
2021-05-19,0.900001,0.9,0.9,0.9,2800
2021-05-19,0.9,0.9,0.9,0.9,2000
2021-05-19,0.9,0.9,0.9,0.9,150
2021-05-19,0.90007,0.9,0.9,0.90007,1200
2021-05-19,0.9001,0.9001,0.9001,0.9001,337
2021-05-19,0.9,0.9,0.9,0.9,100
2021-05-19,0.9001,0.900078,0.9001,0.900078,400
2021-05-19,0.9,0.9,0.9,0.9,466
2021-05-19,0.9001,0.90005,0.90005,0.90005,2000
2021-05-19,0.900001,0.9,0.9,0.900001,13214
2021-05-19,0.9001,0.900098,0.9001,0.900098,1000
2021-05-19,0.91,0.91,0.91,0.91,861
2021-05-19,0.9049,0.9,0.9049,0.9,1280
2021-05-19,0.9049,0.900101,0.900101,0.9049,589
2021-05-19,0.91,0.9049,0.9049,0.91,1370
2021-05-19,0.951251,0.951251,0.951251,0.951251,100
2021-05-19,0.93,0.91,0.92005,0.93,2800
2021-05-19,0.91,0.91,0.91,0.91,300
2021-05-19,0.94,0.9299,0.9299,0.9299,8350
2021-05-19,0.95,0.95,0.95,0.95,250
2021-05-19,0.9501,0.95,0.95,0.9501,650
2021-05-19,0.950101,0.950101,0.950101,0.950101,550
2021-05-19,0.950101,0.950101,0.950101,0.950101,5000
2021-05-19,0.950101,0.95,0.950101,0.950001,6000
2021-05-19,0.950001,0.95,0.95,0.950001,15000
2021-05-19,0.969949,0.969949,0.969949,0.969949,2000
2021-05-19,1.0,0.9899,0.9899,1.0,3000
2021-05-19,1.0,1.0,1.0,1.0,8095
2021-05-19,1.0,1.0,1.0,1.0,874
2021-05-19,1.05,1.05,1.05,1.05,1000
2021-05-19,1.05,1.04,1.04,1.05,4807
2021-05-19,1.05,1.05,1.05,1.05,2300
2021-05-19,1.1001,1.1,1.1,1.1001,11614
2021-05-19,1.1,1.1,1.1,1.1,11093
2021-05-19,1.01,0.95,1.01,0.95,4000
2021-05-19,0.99,0.99,0.99,0.99,10000
2021-05-19,0.97,0.97,0.97,0.97,788
2021-05-19,0.970101,0.970101,0.970101,0.970101,200
2021-05-19,0.97,0.97,0.97,0.97,200
2021-05-19,0.99,0.97,0.97,0.99,14192
2021-05-19,0.95,0.95,0.95,0.95,316
2021-05-19,1.09,1.0,1.0,1.09,4302
2021-05-19,1.08,1.08,1.08,1.08,160
