GENI,20.285,15:46:58
GENI,20.285,15:47:03
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:04
GENI,20.27,15:47:06
GENI,20.27,15:47:06
GENI,20.27,15:47:06
GENI,20.26,15:47:08
GENI,20.26,15:47:08
GENI,20.26,15:47:08
GENI,20.27,15:47:08
GENI,20.27,15:47:08
GENI,20.26,15:47:09
GENI,20.26,15:47:12
