HPQ,32.405,15:46:58
HPQ,32.405,15:47:00
HPQ,32.405,15:47:00
HPQ,32.405,15:47:00
HPQ,32.405,15:47:00
HPQ,32.4,15:47:01
HPQ,32.41,15:47:01
HPQ,32.41,15:47:01
HPQ,32.41,15:47:01
HPQ,32.405,15:47:01
HPQ,32.405,15:47:01
HPQ,32.405,15:47:01
HPQ,32.405,15:47:01
HPQ,32.405,15:47:01
HPQ,32.405,15:47:01
HPQ,32.405,15:47:01
HPQ,32.405,15:47:01
HPQ,32.405,15:47:03
HPQ,32.405,15:47:05
HPQ,32.405,15:47:05
HPQ,32.405,15:47:07
HPQ,32.41,15:47:07
HPQ,32.41,15:47:07
HPQ,32.41,15:47:09
HPQ,32.405,15:47:10
HPQ,32.405,15:47:11
HPQ,32.4,15:47:11
HPQ,32.4,15:47:11
HPQ,32.4,15:47:11
HPQ,32.4,15:47:11
HPQ,32.4,15:47:11
HPQ,32.4,15:47:12
HPQ,32.4,15:47:12
HPQ,32.4,15:47:14
