QLD,126.81,15:46:58
QLD,126.82,15:46:58
QLD,126.82,15:46:58
QLD,126.82,15:46:58
QLD,126.82,15:46:58
QLD,126.815,15:47:00
QLD,126.81,15:47:00
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.8,15:47:03
QLD,126.8,15:47:03
QLD,126.8,15:47:03
QLD,126.8,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:03
QLD,126.81,15:47:06
