MMM,202.84,15:47:00
MMM,202.84,15:47:00
MMM,202.84,15:47:00
MMM,202.84,15:47:00
MMM,202.84,15:47:00
MMM,202.84,15:47:00
MMM,202.82,15:47:00
MMM,202.82,15:47:00
MMM,202.81,15:47:01
MMM,202.8,15:47:01
MMM,202.82,15:47:01
MMM,202.82,15:47:01
MMM,202.82,15:47:01
MMM,202.82,15:47:01
MMM,202.81,15:47:01
MMM,202.8101,15:47:01
MMM,202.81,15:47:01
MMM,202.82,15:47:01
MMM,202.82,15:47:01
MMM,202.82,15:47:01
MMM,202.82,15:47:01
MMM,202.83,15:47:02
MMM,202.82,15:47:02
MMM,202.83,15:47:02
MMM,202.83,15:47:02
MMM,202.83,15:47:02
MMM,202.83,15:47:02
MMM,202.83,15:47:02
MMM,202.82,15:47:03
MMM,202.82,15:47:03
MMM,202.82,15:47:03
MMM,202.81,15:47:05
MMM,202.7989,15:47:06
MMM,202.81,15:47:08
MMM,202.81,15:47:08
MMM,202.81,15:47:08
MMM,202.81,15:47:08
MMM,202.81,15:47:08
MMM,202.81,15:47:08
MMM,202.81,15:47:08
MMM,202.8432,15:47:08
MMM,202.81,15:47:08
MMM,202.82,15:47:09
MMM,202.82,15:47:09
MMM,202.82,15:47:10
MMM,202.83,15:47:10
MMM,202.83,15:47:10
MMM,202.8211,15:47:11
MMM,202.84,15:47:11
MMM,202.84,15:47:11
MMM,202.84,15:47:11
MMM,202.8479,15:47:11
MMM,202.84,15:47:12
MMM,202.82,15:47:12
MMM,202.83,15:47:12
MMM,202.84,15:47:15
MMM,202.84,15:47:15
MMM,202.83,15:47:15
