EXAS,109.58,15:47:01
EXAS,109.58,15:47:01
EXAS,109.58,15:47:01
EXAS,109.58,15:47:01
EXAS,109.58,15:47:01
EXAS,109.58,15:47:01
EXAS,109.58,15:47:01
EXAS,109.59,15:47:01
EXAS,109.58,15:47:01
EXAS,109.58,15:47:01
EXAS,109.59,15:47:01
EXAS,109.59,15:47:01
EXAS,109.59,15:47:01
EXAS,109.59,15:47:01
EXAS,109.59,15:47:01
EXAS,109.59,15:47:01
EXAS,109.58,15:47:01
EXAS,109.6,15:47:01
EXAS,109.61,15:47:01
EXAS,109.61,15:47:01
EXAS,109.62,15:47:01
EXAS,109.62,15:47:01
EXAS,109.585,15:47:01
EXAS,109.61,15:47:01
EXAS,109.61,15:47:01
EXAS,109.6,15:47:01
EXAS,109.6,15:47:01
EXAS,109.6,15:47:01
EXAS,109.56,15:47:03
EXAS,109.58,15:47:05
EXAS,109.58,15:47:05
EXAS,109.58,15:47:05
EXAS,109.58,15:47:05
EXAS,109.575,15:47:05
EXAS,109.575,15:47:07
EXAS,109.5631,15:47:08
EXAS,109.5544,15:47:10
